2026-01-15 23:06:41,584 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000000 				 value=4.7781
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000020 				 value=0.0004
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000020 				 value=0.0004
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000020 				 value=0.0003
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000020 				 value=0.0003
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000020 				 value=0.0003
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000020 				 value=0.0002
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000020 				 value=0.0693
2026-01-15 23:06:42,542 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000020 				 value=0.0462
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000020 				 value=0.0231
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000020 				 value=0.0135
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,543 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000020 				 value=0.0043
2026-01-15 23:06:42,544 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,544 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,544 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000020 				 value=0.0000
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000030 				 value=0.0013
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000030 				 value=0.0003
2026-01-15 23:06:42,966 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000030 				 value=0.0003
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000030 				 value=0.0013
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000030 				 value=0.0003
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000030 				 value=0.0003
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000030 				 value=0.2086
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,967 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000030 				 value=0.0046
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000030 				 value=0.0003
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000030 				 value=0.0002
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,968 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000030 				 value=0.0004
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000030 				 value=0.0010
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000030 				 value=0.0003
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000030 				 value=0.0003
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000030 				 value=0.0028
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000030 				 value=0.5542
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,969 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000030 				 value=0.3446
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000030 				 value=0.1348
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000030 				 value=0.0761
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000030 				 value=0.0186
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:42,970 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000030 				 value=0.0000
2026-01-15 23:06:43,403 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000040 				 value=0.0008
2026-01-15 23:06:43,403 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000040 				 value=0.0004
2026-01-15 23:06:43,403 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000040 				 value=0.0004
2026-01-15 23:06:43,403 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,403 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000040 				 value=0.0010
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000040 				 value=0.0002
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000040 				 value=0.0002
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000040 				 value=0.0003
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000040 				 value=0.0003
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000040 				 value=0.0000
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000040 				 value=0.0013
2026-01-15 23:06:43,404 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000040 				 value=0.0003
